month_num,month,day,name,times_seen,name_variants
10,October,12,World Arthritis Day,2,World Arthritis Day
10,October,13,ADA Lovelace Day,2,Ada Lovelace Day ; ADA Lovelace Day
10,October,13,Disaster Day,2,Disaster Day
10,October,13,International Day for Failure,2,International Day for Failure
10,October,13,National Face Your Fears Day,2,National Face Your Fears Day ; National Face Your Fears Day
10,October,13,National No Bra Day,2,National No Bra Day
10,October,13,National Train Your Brain Day,2,National Train Your Brain Day
10,October,14,National Bring Your Teddy Bear to School Day,2,Bring Your Teddy Bear To Work & School Day ; National Bring Your Teddy Bear to School Day
10,October,14,National Dessert Day,2,National Dessert Day
10,October,14,National Emergency Nurses Day,2,Emergency Nurses Day ; National Emergency Nurses Day
10,October,14,National Pet Obesity Awareness Day,2,National Pet Obesity Awareness Day
10,October,14,National Take Your Parents To Lunch Day,2,National Take Your Parents To Lunch Day
10,October,15,Global Handwashing Day,2,Global Handwashing Day
10,October,15,National Mushroom Day,2,National Mushroom Day
10,October,15,Pregnancy and Infant Loss Remembrance Day,2,International Pregnancy and Infant Loss Remembrance Day ; Pregnancy and Infant Loss Remembrance Day
10,October,15,White Cane Safety Day,2,White Cane Safety Day
10,October,16,Global Cat Day,2,Global Cat Day
10,October,16,National Boss' Day,2,National Boss' Day ; National Boss's Day
10,October,16,National Dictionary Day,2,Dictionary Day ; National Dictionary Day
10,October,16,National Feral Cat Day,2,National Feral Cat Day
10,October,16,National Liqueur Day,2,National Liqueur Day
10,October,16,National Mammography Day,2,National Mammography Day
10,October,16,World Spine Day,2,World Spine Day
10,October,17,International Sloth Day,2,International Sloth Day
10,October,17,National Mulligan Day,2,National Mulligan Day
10,October,17,National Pasta Day,2,National Pasta Day
10,October,17,Women in Military Service for America Memorial Anniversary,2,Women in Military Service for America Memorial Anniversary
10,October,18,Health Care Aide Day,2,Health Care Aide Day
10,October,18,National Chocolate Cupcake Day,2,National Chocolate Cupcake Day
10,October,18,National Mashed Potato Day,2,National Mashed Potato Day
10,October,18,National Necktie Day,2,National Necktie Day ; Necktie Day
10,October,18,National No Beard Day,2,National No Beard Day
10,October,18,Ride To Work Day,2,Ride To Work Day
10,October,18,World Menopause Day,2,World Menopause Day
10,October,19,Evaluate Your Life Day,2,Evaluate Your Life Day
10,October,19,National LGBT Center Awareness Day,2,LGBT Center Awareness Day ; National LGBT Center Awareness Day
10,October,19,National New Friends Day,2,National New Friends Day
10,October,19,National Seafood Bisque Day,2,National Seafood Bisque Day
10,October,19,World Pediatric Bone and Joint Day,2,World Pediatric Bone and Joint Day
10,October,20,Information Overload Day,2,Information Overload Day
10,October,20,National Day on Writing,2,National Day on Writing
10,October,20,Pro-Life Day of Silent Solidarity,2,Pro-Life Day of Silent Solidarity
10,October,20,World Osteoporosis Day,2,World Osteoporosis Day
10,October,21,Back to the Future Day,2,Back to the Future Day ; Back To The Future Day
10,October,21,National Apple Day,2,National Apple Day
10,October,21,National Pumpkin Cheesecake Day,2,National Pumpkin Cheesecake Day
10,October,21,National Reptile Day,2,National Reptile Awareness Day ; National Reptile Day ; Reptile Awareness Day
10,October,21,Trafalgar Day,2,Trafalgar Day
10,October,22,International Caps Lock Day,2,International Caps Lock Day ; International Caps Lock Day
10,October,22,International Stuttering Awareness Day,2,International Stuttering Awareness Day
10,October,22,National Color Day,2,National Color Day
10,October,22,National Make a Dog's Day,2,National Make a Dog's Day
10,October,22,National Nut Day,2,National Nut Day
10,October,22,Smart is Cool Day,2,Smart is Cool Day
10,October,23,Global Champagne Day,2,Global Champagne Day
10,October,23,National Boston Cream Pie Day,2,National Boston Cream Pie Day
10,October,23,National Croc Day,2,National Croc Day
10,October,23,National Mole Day,2,Mole Day ; National Mole Day
10,October,23,National Paralegal Day,2,National Paralegal Day
10,October,23,National TV Talk Show Host Day,2,National TV Talk Show Host Day ; T.V. Talk Show Host Day
10,October,24,National Bologna Day,2,National Bologna Day
10,October,24,National Food Day,2,National Food Day
10,October,24,National Kangaroo Awareness Day,2,National Kangaroo Awareness Day ; World Kangaroo Day
10,October,24,National Make a Difference Day,2,Make a Difference Day ; National Make a Difference Day
10,October,24,National Senior UTI Awareness Day,2,National Senior UTI Awareness Day
10,October,24,World Polio Day,2,World Polio Day
10,October,24,World Tripe Day,2,World Tripe Day
10,October,25,International Artist Day,2,International Artist Day
10,October,25,National Greasy Foods Day,2,National Greasy Foods Day
10,October,25,Punk For A Day Day,2,Punk For A Day Day ; Punk for a Day Day
10,October,25,Sourest Day,2,Sourest Day
10,October,25,World Pasta Day,2,World Pasta Day
10,October,26,Howl At The Moon Day,2,Howl At The Moon Day ; Worldwide Howl at the Moon Night
10,October,26,National Chicken Fried Steak Day,2,National Chicken Fried Steak Day
10,October,26,National Day of the Deployed,2,National Day of the Deployed
10,October,26,National Financial Crime Fighter Day,2,National Financial Crime Fighter Day
10,October,26,National Microneedling Day,2,National Microneedling Day
10,October,26,National Mincemeat Day,2,National Mincemeat Day
10,October,26,National Mule Day,2,National Mule Day
10,October,26,National Pumpkin Day,2,National Pumpkin Day
10,October,27,Cranky Co-Workers Day,2,Cranky Co-Workers Day
10,October,27,National American Beer Day,2,National American Beer Day
10,October,27,National Black Cat Day,2,National Black Cat Day
10,October,27,National Mentoring Day,2,National Mentoring Day
10,October,27,Navy Day,2,Navy Day
10,October,27,World Day for Audiovisual Heritage,2,World Day for Audiovisual Heritage
10,October,28,Chucks-N-Pearls Day,2,Chucks-N-Pearls Day
10,October,28,International Animation Day,2,International Animation Day
10,October,28,National Chocolate Day,2,National Chocolate Day
10,October,28,National First Responders Day,2,National First Responders Day
10,October,28,National Immigrants Day,2,National Immigrants Day
10,October,28,Plush Animal Lover's Day,2,Plush Animal Lover's Day
10,October,28,Wild Foods Day,2,Wild Foods Day
10,October,29,National Cat Day,2,National Cat Day
10,October,29,National Internet Day,2,National Internet Day
10,October,29,National Oatmeal Day,2,National Oatmeal Day
10,October,29,RSPB Feed the Birds Day,2,RSPB Feed the Birds Day
10,October,29,World Psoriasis Day,2,World Psoriasis Day
10,October,29,World Stroke Day,2,World Stroke Day
10,October,30,Frankenstein Friday,2,Frankenstein Friday
10,October,30,National Candy Corn Day,2,National Candy Corn Day
10,October,30,National Checklist Day,2,National Checklist Day
10,October,30,National Publicist Day,2,National Publicist Day
10,October,30,National Text Your Ex Day,2,National Text Your Ex Day
10,October,30,World Lemur Day,2,World Lemur Day
10,October,31,Girl Scout Founder's Day,2,Girl Scout Founder's Day
10,October,31,Hug a Sheep Day,2,Hug A Sheep Day ; Hug a Sheep Day
10,October,31,Muddy dog day,2,Muddy dog day ; Muddy Dog Day
10,October,31,National Caramel Apple Day,2,National Caramel Apple Day
10,October,31,National Magic Day,2,National Magic Day
10,October,31,National Prescription Drug Take Back Day,2,National Prescription Drug Take Back Day
10,October,31,National Unity Day,2,National Unity Day
10,October,31,World Savings Day,2,World Savings Day
11,November,1,D. Hamilton Jackson Day,2,D. Hamilton Jackson Day
11,November,1,Haryana Day,2,Haryana Day
11,November,1,International Pet Groomer Appreciation Day,2,International Pet Groomer Appreciation Day
11,November,1,National Cinnamon Day,2,National Cinnamon Day
11,November,1,National Cook For Your Pets Day,2,National Cook For Your Pets Day
11,November,1,National Family Literacy Day,2,National Family Literacy Day
11,November,1,World Vegan Day,2,World Vegan Day
11,November,2,Be the Impact Day,2,Be the Impact Day
11,November,2,Color the World Orange Day,2,Color the World Orange Day
11,November,2,Marlborough Anniversary Day,2,Marlborough Anniversary Day
11,November,2,National Deviled Egg Day,2,National Deviled Egg Day
11,November,2,National Ohio Day,2,National Ohio Day
11,November,2,Recreation Day Tasmania,2,Recreation Day Tasmania
11,November,3,Jellyfish Day,2,Jellyfish Day ; World Jellyfish Day
11,November,3,National Accessory Day,2,National Accessory Day
11,November,3,National Housewife Day,2,National Housewife Day
11,November,3,National Sandwich Day,2,National Sandwich Day
11,November,3,Smart Home Day,2,Smart Home Day
11,November,4,National Advent Calendar Day,2,National Advent Calendar Day
11,November,4,National Candy Day,2,National Candy Day
11,November,4,National Chicken Lady Day,2,National Chicken Lady Day
11,November,4,National Easy-Bake Oven Day,2,National Easy-Bake Oven Day
11,November,4,National Stress Awareness Day,2,National Stress Awareness Day
11,November,4,Use Your Common Sense Day,2,Use Your Common Sense Day
11,November,5,American Football Day,2,American Football Day
11,November,5,National Cash Back Day,2,National Cash Back Day
11,November,5,National Chinese Takeout Day,2,National Chinese Takeout Day
11,November,5,National Love Your Red Hair Day,2,National Love Your Red Hair Day
11,November,5,National Men Make Dinner Day,2,National Men Make Dinner Day
11,November,5,Project Management Day,2,International Project Management Day ; Project Management Day
11,November,5,World Tsunami Awareness Day,2,World Tsunami Awareness Day
11,November,6,Love Your Lawyer Day,2,Love Your Lawyer Day
11,November,6,National Basketball Day,2,National Basketball Day
11,November,6,National Ladies Learning Code Day,2,National Ladies Learning Code Day
11,November,6,National Saxophone Day,2,National Saxophone Day
11,November,7,National Bittersweet Chocolate with Almonds Day,2,National Bittersweet Chocolate with Almonds Day
11,November,7,National Canine Lymphoma Awareness Day,2,National Canine Lymphoma Awareness Day
11,November,7,National Hug A Bear Day,2,Hug a Bear Day ; National Hug A Bear Day
11,November,7,National Retinol Day,2,National Retinol Day
11,November,7,Notary Public Day,2,Notary Public Day
11,November,7,World Numbat Day,2,World Numbat Day
11,November,8,National Cappuccino Day,2,National Cappuccino Day
11,November,8,National Harvey Wallbanger Day,2,National Harvey Wallbanger Day
11,November,8,National STEM/STEAM Day,2,National STEM/STEAM Day
11,November,8,World Pianist Day,2,World Pianist Day
11,November,8,World Town Planning Day,2,World Town Planning Day
11,November,9,Brian Holland Legacy Day,2,Brian Holland Legacy Day
11,November,9,British Pudding Day,2,British Pudding Day
11,November,9,Carl Sagan Day,2,Carl Sagan Day
11,November,9,Go to an Art Museum Day,2,Go to an Art Museum Day
11,November,9,National Louisiana Day,2,National Louisiana Day
11,November,9,World Freedom Day,2,World Freedom Day
11,November,10,International Accounting Day,2,International Accounting Day
11,November,10,National Forget-Me-Not Day,2,Forget Me Not Day ; National Forget-Me-Not Day
11,November,10,National Vanilla Cupcake Day,2,National Vanilla Cupcake Day
11,November,10,Sesame Street Day,2,Sesame Street Day
11,November,10,USMC Day,2,USMC Day
11,November,11,National Education Day,2,National Education Day
11,November,11,National Indiana Day,2,National Indiana Day
11,November,11,National Metal Day,2,Metal Day ; National Metal Day
11,November,11,National Origami Day,2,National Origami Day ; World Origami Day
11,November,11,National Sundae Day,2,National Sundae Day
11,November,11,Pocky Day,2,Pocky Day
11,November,11,Singles Day,2,Singles Day
11,November,12,Fancy Rat & Mouse Day,2,American Fancy Rat & Mouse Day ; Fancy Rat & Mouse Day
11,November,12,National Chicken Soup for the Soul Day,2,Chicken Soup for the Soul Day ; National Chicken Soup for the Soul Day
11,November,12,National French Dip Day,2,National French Dip Day
11,November,12,National Happy Hour Day,2,National Happy Hour Day
11,November,12,National Pizza with the Works Except Anchovies Day,2,National Pizza with the Works Except Anchovies Day
11,November,12,World Pneumonia Day,2,World Pneumonia Day
11,November,12,World Quality Day,2,World Quality Day
11,November,12,World Usability Day,2,World Usability Day
11,November,13,National DTC (Direct-To-Consumer) Friday,2,National DTC (Direct-To-Consumer) Friday
11,November,13,National Hug a Musician Day,2,National Hug a Musician Day
11,November,13,National Indian Pudding Day,2,National Indian Pudding Day
11,November,13,Sadie Hawkins Day,2,Sadie Hawkins Day
11,November,13,Symphonic Metal Day,2,Symphonic Metal Day
11,November,13,World Kindness Day,2,World Kindness Day
11,November,14,Loosen Up Lighten Up Day,2,Loosen Up Lighten Up Day
11,November,14,National American Teddy Bear Day,2,National American Teddy Bear Day
11,November,14,National Family PJ Day,2,National Family PJ Day
11,November,14,National Pickle Day,2,National Pickle Day
11,November,14,National Saddle Hunting Day,2,National Saddle Hunting Day
11,November,14,National Seat Belt Day,2,National Seat Belt Day
11,November,14,National Spicy Guacamole Day,2,National Spicy Guacamole Day
11,November,14,Operating Room Nurse Day,2,Operating Room Nurse Day
11,November,15,I Love to Write Day,2,I Love to Write Day
11,November,15,National Bundt Day,2,National Bundt Day
11,November,15,National Camp T-Shirt Day,2,National Camp T-Shirt Day
11,November,15,National Drummer Day,2,National Drummer Day
11,November,15,National Philanthropy Day,2,National Philanthropy Day
11,November,15,National Raisin Bran Cereal Day,2,National Raisin Bran Cereal Day
11,November,15,National Recycling Day,2,National Recycling Day
11,November,15,Steve Irwin Day,2,Steve Irwin Day
11,November,16,Have a Party with your Bear Day,2,Have a Party with your Bear Day ; Have a Party with Your Bear Day
11,November,16,International Day For Tolerance,2,International Day for Tolerance ; International Day For Tolerance
11,November,16,National Button Day,2,National Button Day
11,November,16,National Clarinet Day,2,Clarinet Day ; National Clarinet Day
11,November,16,National Fast Food Day,2,National Fast Food Day
11,November,17,International Students Day,2,International Students Day ; International Students' Day
11,November,17,National Baklava Day,2,National Baklava Day
11,November,17,National Homemade Bread Day,2,National Homemade Bread Day
11,November,17,World Prematurity Day,2,World Prematurity Day
11,November,17,Zinfandel Day,2,Zinfandel Day
11,November,18,Apple Cider Day,2,Apple Cider Day
11,November,18,GIS Day,2,GIS Day
11,November,18,Mickey Mouse Day,2,Mickey Mouse Birthday ; Mickey Mouse Day
11,November,18,Minnie Mouse Birthday,2,Minnie Mouse Birthday ; Minnie Mouse's Birthday
11,November,18,National Princess Day,2,National Princess Day
11,November,18,Occult Day,2,International Occult Day ; Occult Day
11,November,18,World COPD Day,2,World COPD Day
11,November,19,Beaujolais Nouveau Day,2,Beaujolais Nouveau Day
11,November,19,International Men's Day,2,International Men's Day
11,November,19,National Camp Day,2,National Camp Day
11,November,19,Women's Entrepreneurship Day,2,Women Entrepreneurship Day ; Women's Entrepreneurship Day
11,November,19,World Toilet Day,2,World Toilet Day
11,November,20,Africa Industrialization Day,2,Africa Industrialization Day
11,November,20,Future Teachers of America Day,2,Future Teachers of America Day
11,November,20,International Hug a Runner Day,2,International Hug a Runner Day
11,November,20,Name Your PC Day,2,Name Your PC Day
11,November,20,National Absurdity Day,2,National Absurdity Day
11,November,20,National Child Day,2,National Child Day ; National Child's Day
11,November,20,National Peanut Butter Fudge Day,2,National Peanut Butter Fudge Day
11,November,20,Transgender Day of Remembrance,2,Transgender Day of Remembrance
11,November,21,Alascattalo Day,2,Alascattalo Day
11,November,21,Family Volunteer Day,2,Family Volunteer Day
11,November,21,National Gingerbread Cookie Day,2,National Gingerbread Cookie Day
11,November,21,National Red Mitten Day,2,National Red Mitten Day ; Red Mitten Day
11,November,21,National Stuffing Day,2,National Stuffing Day
11,November,21,World Hello Day,2,World Hello Day
11,November,21,World Television Day,2,World Television Day
11,November,22,Go For A Ride Day,2,Go For A Ride Day
11,November,22,Humane Society Anniversary Day,2,Humane Society Anniversary Day
11,November,22,Love Your Freckles Day,2,Love Your Freckles Day
11,November,22,National Cranberry Relish Day,2,National Cranberry Relish Day
11,November,22,Stir-Up Sunday,2,Stir-Up Sunday
11,November,23,Fibonacci Day,2,Fibonacci Day
11,November,23,National Brand Day,2,National Brand Day
11,November,23,National Cashew Day,2,National Cashew Day
11,November,23,National Eat A Cranberry Day,2,Eat A Cranberry Day ; National Eat A Cranberry Day
11,November,23,National Espresso Day,2,National Espresso Day
11,November,23,Thankful For My Dog Day,2,Thankful For My Dog Day
11,November,23,Wolfenoot,2,Wolfenoot
11,November,24,Celebrate Your Unique Talent Day,2,Celebrate Your Unique Talent Day
11,November,24,D.B. Cooper Day,2,D.B. Cooper Day
11,November,24,National Sardines Day,2,National Sardines Day
11,November,25,National Parfait Day,2,National Parfait Day
11,November,25,National Play Day with Dad,2,National Play Day with Dad
11,November,25,Shopping Reminder Day,2,Shopping Reminder Day
11,November,26,Anti Obesity Day,2,Anti Obesity Day ; Anti-Obesity Day
11,November,26,Good Grief Day,2,Good Grief Day
11,November,26,National Cake Day,2,International Cake Day ; National Cake Day
11,November,26,Turkey-free Thanksgiving,2,Turkey Free Thanksgiving ; Turkey-free Thanksgiving
11,November,26,Unthanksgiving Day,2,Unthanksgiving Day
11,November,27,Buy Nothing Day,2,Buy Nothing Day
11,November,27,Lancashire Day,2,Lancashire Day
11,November,27,National Bavarian Cream Pie Day,2,National Bavarian Cream Pie Day
11,November,27,National Craft Jerky Day,2,National Craft Jerky Day
11,November,28,Aura Awareness Day,2,Aura Awareness Day
11,November,28,National French Toast Day,2,National French Toast Day
11,November,28,Red Planet Day,2,Red Planet Day
11,November,28,Small Business Saturday,2,Small Business Saturday
11,November,29,Chadwick Boseman Day,2,Chadwick Boseman Day
11,November,29,Electronic Greetings Day,2,Electronic Greetings Day
11,November,29,International Shift Worker Sunday,2,International Shift Worker Sunday
11,November,29,Isdal Woman Day,2,Isdal Woman Day
11,November,29,National Lemon Cream Pie Day,2,National Lemon Cream Pie Day
11,November,29,National Square Dancing Day,2,National Square Dancing Day ; Square Dancing Day
11,November,30,Day of Remembrance for all Victims of Chemical Warfare,2,Day of Remembrance for all Victims of Chemical Warfare ; Day of Remembrance for All Victims of Chemical Warfare
11,November,30,National Computer Security Day,2,National Computer Security Day
11,November,30,National Mason Jar Day,2,National Mason Jar Day
11,November,30,National Mississippi Day,2,National Mississippi Day
11,November,30,National Mousse Day,2,National Mousse Day
11,November,30,National Stay Home Because You're Well Day,2,National Stay at Home Because You're Well Day ; National Stay Home Because You're Well Day
12,December,1,National Cookie Cutter Day,2,National Cookie Cutter Day
12,December,1,National Eat A Red Apple Day,2,Eat a Red Apple Day ; National Eat A Red Apple Day
12,December,1,National Women Support Women Day,2,National Women Support Women Day
12,December,2,Business of Popping Corn Day,2,Business of Popping Corn Day
12,December,2,International Day for the Abolition of Slavery,2,International Day for the Abolition of Slavery
12,December,2,National Fritters Day,2,National Fritters Day
12,December,2,Special Education Day,2,Special Education Day
12,December,2,World Computer Literacy Day,2,World Computer Literacy Day
12,December,3,Celebrate Shelter Pets Day,2,Celebrate Shelter Pets Day
12,December,3,International Day of Persons with Disabilities,2,International Day of Persons with Disabilities
12,December,3,Let's Hug Day,2,Let's Hug Day
12,December,3,National Green Bean Casserole Day,2,National Green Bean Casserole Day
12,December,3,National Heather Day,2,National Heather Day
12,December,3,National Make a Gift Day,2,Make A Gift Day ; National Make a Gift Day
12,December,3,National Roof Over Your Head Day,2,National Roof Over Your Head Day
12,December,4,Cabernet Franc Day,2,Cabernet Franc Day
12,December,4,International Cheetah Day,2,International Cheetah Day
12,December,4,National Dice Day,2,National Dice Day
12,December,4,National Sock Day,2,National Sock Day
12,December,4,World Wildlife Conservation Day,2,World Wildlife Conservation Day
12,December,5,Bathtub Party Day,2,Bathtub Party Day
12,December,5,International Ninja Day,2,International Ninja Day
12,December,5,Krampusnacht,2,Krampusnacht
12,December,5,National Blue Jeans Day,2,National Blue Jeans Day
12,December,5,National Communicate with Your Kids Day,2,National Communicate with Your Kids Day ; National Communicate with your kids days
12,December,5,National Repeal Day,2,National Repeal Day
12,December,5,Sacher-Torte Day,2,Sacher-Torte Day
12,December,6,Mitten Tree Day,2,Mitten Tree Day
12,December,6,National Day of Remembrance and Action on Violence Against Women,2,National Day of Remembrance and Action on Violence Against Women
12,December,6,National Gazpacho Day,2,National Gazpacho Day
12,December,6,National Microwave Oven Day,2,National Microwave Oven Day
12,December,6,National Miners Day,2,National Miners Day ; National Miners' Day
12,December,6,National Pawnbrokers Day,2,National Pawnbrokers Day
12,December,6,Put on Your Own Shoes Day,2,Put On Your Own Shoes Day ; Put on Your Own Shoes Day
12,December,6,St. Nicholas Day,2,St Nicholas Day ; St. Nicholas Day
12,December,7,International Civil Aviation Day,2,International Civil Aviation Day
12,December,7,National Cotton Candy Day,2,National Cotton Candy Day
12,December,7,National Illinois Day,2,National Illinois Day
12,December,7,National Letter Writing Day,2,National Letter Writing Day
12,December,7,National Pearl Harbor Remembrance Day,2,National Pearl Harbor Day of Remembrance ; National Pearl Harbor Remembrance Day
12,December,8,Bodhi Day,2,Bodhi Day
12,December,8,National Blue Collar Day,2,National Blue Collar Day
12,December,8,National Brownie Day,2,National Brownie Day
12,December,8,National Health Savings Account Day,2,National Health Savings Account Day
12,December,8,National Lard Day,2,National Lard Day
12,December,8,Pretend To Be A Time Traveler Day,2,Pretend To Be A Time Traveler Day
12,December,9,Christmas Card Day,2,Christmas Card Day
12,December,9,International Anti-Corruption Day,2,International Anti-Corruption Day
12,December,9,International Day of Veterinary Medicine,2,International Day of Veterinary Medicine
12,December,9,National Llama Day,2,National Llama Day
12,December,9,National Opal Apples Day,2,National Opal Apples Day
12,December,9,National Pastry Day,2,National Pastry Day
12,December,9,Techno Day,2,Techno Day ; World Techno Day
12,December,9,Weary Willie Day,2,Weary Willie Day
12,December,10,Christmas Jumper Day,2,Christmas Jumper Day
12,December,10,Dewey Decimal System Day,2,Dewey Decimal System Day
12,December,10,Festival for the Souls of Dead Whales,2,Festival for the Souls of Dead Whales
12,December,10,Human Rights Day,2,Human Rights Day
12,December,10,International Animal Rights Day,2,International Animal Rights Day
12,December,10,National Lager Day,2,National Lager Day
12,December,10,Nobel Prize Day,2,Nobel Prize Day
12,December,11,Anniversary of the Statute of Westminster,2,Anniversary of the Statute of Westminster
12,December,11,Holiday Food Drive for Needy Animals Day,2,Holiday Food Drive for Needy Animals Day
12,December,11,International Mountain Day,2,International Mountain Day
12,December,11,National App Day,2,National App Day
12,December,11,UNICEF Day for Change,2,UNICEF Day for Change
12,December,12,Gingerbread Decorating Day,2,Gingerbread Decorating Day
12,December,12,Gingerbread House Day,2,Gingerbread House Day
12,December,12,National Ambrosia Day,2,National Ambrosia Day
12,December,12,National Ding-A-Ling Day,2,National Ding-A-Ling Day
12,December,12,National Poinsettia Day,2,National Poinsettia Day
12,December,12,Universal Health Coverage Day,2,International Universal Health Coverage Day ; Universal Health Coverage Day
12,December,13,National Cocoa Day,2,National Cocoa Day
12,December,13,National Cream Cheese Frosting Day,2,National Cream Cheese Frosting Day
12,December,13,National Horse Day,2,Day of the Horse ; National Horse Day
12,December,13,National Violin Day,2,National Violin Day
12,December,13,Pick A Pathologist Pal Day,2,Pick a Pathologist Pal Day ; Pick A Pathologist Pal Day
12,December,13,U.S. National Guard Birthday,2,U.S. National Guard Birthday
12,December,14,Halcyon Days,2,Halcyon Days
12,December,14,Monkey Day,2,Monkey Day
12,December,14,More Good Today Day,2,More Good Today Day
12,December,14,National Alabama Day,2,National Alabama Day
12,December,14,National Bouillabaisse Day,2,National Bouillabaisse Day
12,December,15,Bill of Rights Day,2,Bill of Rights Day
12,December,15,National Cat Herders Day,2,Cat Herders Day ; National Cat Herders Day
12,December,15,National Cupcake Day,2,National Cupcake Day
12,December,15,National Lemon Cupcake Day,2,National Lemon Cupcake Day
12,December,15,National Wear Your Pearls Day,2,National Wear Your Pearls Day
12,December,16,Day of Reconciliation,2,Day Of Reconciliation ; Day of Reconciliation
12,December,16,National Barbie and Barney Backlash Day,2,Barbie And Barney Backlash Day ; National Barbie and Barney Backlash Day
12,December,16,National Chocolate Covered Anything Day,2,National Chocolate Covered Anything Day
12,December,16,Stupid Toy Day,2,Stupid Toy Day
12,December,17,National Device Appreciation Day,2,National Device Appreciation Day
12,December,17,National Maple Syrup Day,2,National Maple Syrup Day ; National Maple Syrup Day Canada
12,December,18,Answer The Telephone Like Buddy The Elf Day,2,Answer The Telephone Like Buddy The Elf Day
12,December,18,Arabic Language Day,2,Arabic Language Day ; World Arabic Language Day
12,December,18,Bake Cookies Day,2,Bake Cookies Day
12,December,18,Flake Appreciation Day,2,Flake Appreciation Day
12,December,18,International Migrants Day,2,International Migrants Day
12,December,18,National Roast Suckling Pig Day,2,National Roast Suckling Pig Day
12,December,18,National Ugly Christmas Sweater Day,2,National Ugly Christmas Sweater Day
12,December,19,Look for an Evergreen Day,2,Look for an Evergreen Day
12,December,19,National Emo Day,2,National Emo Day
12,December,19,National Hard Candy Day,2,National Hard Candy Day
12,December,19,National Heroes and Heroines Day,2,National Heroes and Heroines Day
12,December,19,National Oatmeal Muffin Day,2,National Oatmeal Muffin Day
12,December,20,Cathode-Ray Tube Day,2,Cathode-Ray Tube Day
12,December,20,Dot Your I's Day,2,Dot Your I's Day
12,December,20,Games Day,2,Games Day
12,December,20,Go Caroling Day,2,Go Caroling Day
12,December,20,Mudd Day,2,Mudd Day
12,December,20,National Sangria Day,2,National Sangria Day
12,December,20,Sacagawea Day,2,Sacagawea Day
12,December,21,International Dalek Remembrance Day,2,International Dalek Remembrance Day
12,December,21,National Coquito Day,2,National Coquito Day
12,December,21,National Crossword Puzzle Day,2,National Crossword Puzzle Day
12,December,21,National French Fried Shrimp Day,2,National French Fried Shrimp Day
12,December,21,National Maine Day,2,National Maine Day
12,December,21,Yule,2,Yule
12,December,22,Forefathers' Day,2,Forefathers' Day
12,December,22,Mathematics Day,2,Mathematics Day
12,December,22,National Cookie Exchange Day,2,National Cookie Exchange Day
12,December,22,National Date Nut Bread Day,2,National Date Nut Bread Day
12,December,22,National Short Person Day,2,National Short Person Day
12,December,23,Festivus,2,Festivus
12,December,23,National Christmas Movie Marathon Day,2,National Christmas Movie Marathon Day
12,December,23,National Roots Day,2,National Roots Day
12,December,24,Christmas Eve,2,Christmas Eve
12,December,24,Last-Minute Shopper's Day,2,Last-Minute Shopper's Day
12,December,24,National Eggnog Day,2,National Eggnog Day
12,December,25,"A'Phabet Day or No ""L"" Day",2,"A'Phabet Day or No ""L"" Day"
12,December,25,Christmas,2,Christmas ; Christmas Day
12,December,25,National Pumpkin Pie Day,2,National Pumpkin Pie Day
12,December,26,Boxing Day,2,Boxing Day
12,December,26,Kwanzaa,2,Kwanzaa
12,December,26,National Candy Cane Day,2,National Candy Cane Day
12,December,26,National Thank You Note Day,2,National Thank You Note Day
12,December,26,St. Stephen's Day,2,St. Stephen's Day
12,December,27,International Day of Epidemic Preparedness,2,International Day of Epidemic Preparedness
12,December,27,National Fruitcake Day,2,National Fruitcake Day
12,December,27,National Make Cut-Out Snowflakes Day,2,Make Cut-Out Snowflakes Day ; National Make Cut-Out Snowflakes Day
12,December,27,Visit the Zoo Day,2,Visit The Zoo Day ; Visit the Zoo Day
12,December,28,Holy Innocents Day,2,Holy Innocents Day
12,December,28,National Call a Friend Day,2,National Call a Friend Day
12,December,28,National Card Playing Day,2,Card Playing Day ; National Card Playing Day
12,December,28,National Chocolate Candy Day,2,National Chocolate Candy Day
12,December,28,National Download Day,2,National Download Day
12,December,28,National Short Film Day,2,National Short Film Day
12,December,28,Pledge of Allegiance Day,2,Pledge of Allegiance Day
12,December,29,International Cello Day,2,International Cello Day
12,December,29,National Pepper Pot Day,2,National Pepper Pot Day ; Pepper Pot Day
12,December,29,Tick Tock Day,2,Tick Tock Day
12,December,30,Falling Needles Family Fest Day,2,Falling Needles Family Fest Day
12,December,30,Festival of Enormous Changes at the Last Minute,2,Festival of Enormous Changes at the Last Minute
12,December,30,National Bacon Day,2,National Bacon Day
12,December,30,National Resolution Planning Day,2,National Resolution Planning Day
12,December,31,Hogmanay,2,Hogmanay
12,December,31,Make Up Your Mind Day,2,Make Up Your Mind Day
12,December,31,National Champagne Day,2,National Champagne Day
12,December,31,New Year's Eve,2,New Year's Eve
12,December,31,No Interruptions Day,2,No Interruptions Day
12,December,31,Unlucky Day,2,Unlucky Day
